Year,Area,Street,Street 2,Strange HTML
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Coldfield","South Parade, Sutton Coldfield",
2011,,"South  Parade,  Sutton  Town  Ctr","South Parade, Sutton Town Ctr",
2011,,"South  Parade,  Town  Ctr,  Sutton  Coldfield","South Parade, Town Ctr, Sutton Coldfield",
2011,,Stornaway  Rd  Castle  Vale,Stornaway Rd Castle Vale,
2011,,Stley  Rd  Erdington,Stley Rd Erdington,
2011,,Sumburgh  Croft,Sumburgh Croft,
2011,,Sutton  Coldfield  Town  Ctr,Sutton Coldfield Town Ctr,
2011,,Sutton  Coldfield  Town  Ctr,Sutton Coldfield Town Ctr,
2011,,Sutton  New  Rd,Sutton New Rd,
2011,,Sutton  New  Rd  Erdington,Sutton New Rd Erdington,
2011,,Sutton  New  Rd  Erdington,Sutton New Rd Erdington,
2011,,Sutton  New  Rd  Erdington,Sutton New Rd Erdington,
2011,,"Sutton  New  Rd,  Erdington,  B'ham","Sutton New Rd, Erdington, B'ham",
2011,,Sutton  Parade,Sutton Parade,
2011,,Sutton  Parade,Sutton Parade,
2011,,Sutton  Parade,Sutton Parade,
2011,,Sutton  Town  Ctr,Sutton Town Ctr,
2011,,Sutton  Town  Ctr,Sutton Town Ctr,
2011,,Sutton  Town  Ctr,Sutton Town Ctr,
2011,,Sutton  Town  Ctr,Sutton Town Ctr,
2011,,Sutton  Town  Ctr,Sutton Town Ctr,
2011,,Tedbury  Crescent,Tedbury Crescent,
2011,,"Tesco's  Express,  Walsall  Rd,  Four  Oaks,  Sutton  Coldfield","Tesco's Express, Walsall Rd, Four Oaks, Sutton Coldfield",
2011,,The  Parade,The Parade,
2011,,The  Parade,The Parade,
2011,,The  Parade,The Parade,
2011,,The  Parade  Sutton,The Parade Sutton,
2011,,The  Parade  Sutton  Coldfield,The Parade Sutton Coldfield,
2011,,"The  Parade,  Birmingham  Rd,  Sutton  Coldfield","The Parade, Birmingham Rd, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Coldfield","The Parade, Sutton Coldfield",
2011,,"The  Parade,  Sutton  Town  Ctr","The Parade, Sutton Town Ctr",
2011,,The  Parade....,The Parade....,
2011,,The  Ridgeway,The Ridgeway,
2011,,The  Ridgeway,The Ridgeway,
2011,,The  Ridgeway,The Ridgeway,
2011,,The  Swan  Ph,The Swan Ph,
2011,,Turnhouse  Rd,Turnhouse Rd,
2011,,Upper  Holland  Rd,Upper Holland Rd,
2011,,Victoria  Rd,Victoria Rd,
2011,,Victoria  Rd,Victoria Rd,
2011,,Victoria  Rd,Victoria Rd,
2011,,"Walsh  Drive,  Walmley,  Sutton  Coldfield","Walsh Drive, Walmley, Sutton Coldfield",
2011,,Warren  Farm  Rd,Warren Farm Rd,
2011,,Warren  Farm  Rd,Warren Farm Rd,
2011,,Whitehouse  Common  Rd,Whitehouse Common Rd,
2011,,Wilton  Rd,Wilton Rd,
2011,,"Windsor  House,  Jarvis  Rd,  Erdington","Windsor House, Jarvis Rd, Erdington",
2011,,Witton  Lodge  Rd,Witton Lodge Rd,
2011,,"Witton  Lodge  Rd,  Erdington","Witton Lodge Rd, Erdington",
2011,,York  Rd,York Rd,
2011,,Abdon  Ave,Abdon Ave,
2011,,Alcester  Rd  South,Alcester Rd South,
2011,,Alvechurch  Rd,Alvechurch Rd,
2011,,Arden  Rd,Arden Rd,
2011,,Ardencote  Froad,Ardencote Froad,
2011,,Ashley  Close,Ashley Close,
2011,,Balti  Spice  Bristol  Rd  South,Balti Spice Bristol Rd South,
2011,,Barnes  Hill,Barnes Hill,
2011,,Barrow  House,Barrow House,
2011,,Bell  St,Bell St,
2011,,Birmingham  New  St,Birmingham New St,
2011,,Birmingham  New  St,Birmingham New St,
2011,,Birmingham  New  St,Birmingham New St,
2011,,"Birmingham  St,  Oldbury","Birmingham St, Oldbury",
2011,,Blandford  Rd,Blandford Rd,
2011,,Bournbrook  Rd,Bournbrook Rd,
2011,,Bournville  Front  Office,Bournville Front Office,
2011,,Bournville  Front  Office,Bournville Front Office,
2011,,Bournville  Ln,Bournville Ln,
2011,,Bournville  Ln,Bournville Ln,
2011,,Bournville  Ln  Front  Office,Bournville Ln Front Office,
2011,,Bowling  Green  Rd,Bowling Green Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2011,,Bristol  Rd  South,Bristol Rd South,
2011,,Bristol  Rd  South,Bristol Rd South,
2011,,Bristol  Rd  Sth,Bristol Rd Sth,
2011,,"Bristol  Rd,  Northfield","Bristol Rd, Northfield",
2011,,"Bristol  Rd,  Selly  Oak","Bristol Rd, Selly Oak",
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd,Bristol Rd,
2011,,Bristol  Rd  Northfield,Bristol Rd Northfield,
2011,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2011,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2011,,Bristol  Rd  Selly  Oak,Bristol Rd Selly Oak,
2011,,"Bristol  Rd  South,  Northfield","Bristol Rd South, Northfield",
2011,,"Bristol  Rd  South,  Selly  Oak","Bristol Rd South, Selly Oak",
2011,,"Bristol  Rd,  Selly  Oak","Bristol Rd, Selly Oak",
2011,,"Bristol  Rd,  Selly  Oak","Bristol Rd, Selly Oak",
2011,,"Bristol  Rd,  Selly  Oak","Bristol Rd, Selly Oak",
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,"Broad  St,  City  Ctr","Broad St, City Ctr",
2011,,"Broad  St,  City  Ctr","Broad St, City Ctr",
2011,,Brook  Ln,Brook Ln,
2011,,Bunburry  Rd,Bunburry Rd,
2011,,Bunburry  Rd,Bunburry Rd,
2011,,"Burnhill  Grove  ,Weoley  Castle  ,Birmingham.","Burnhill Grove ,Weoley Castle ,Birmingham.",
2011,,Car  Park  Of  Bournville  Ln  P/Stn,Car Park Of Bournville Ln P/Stn,
2011,,"Chinbrook  Rd,  Billsley","Chinbrook Rd, Billsley",
2011,,Church  Hill  Nortthfield,Church Hill Nortthfield,
2011,,Church  Rd,Church Rd,
2011,,"Compton  Rd,  Cradley  Heath","Compton Rd, Cradley Heath",
2011,,"Costcutters,  Ardern  Rd","Costcutters, Ardern Rd",
2011,,Dawberry  Rd,Dawberry Rd,
2011,,Dawlish  Rd,Dawlish Rd,
2011,,Dingle  Club,Dingle Club,
2011,,Doddington  Rd,Doddington Rd,
2011,,Dog  Kennel  Ln,Dog Kennel Ln,
2011,,Dog  Pool  Ln,Dog Pool Ln,
2011,,Downfield  Drive,Downfield Drive,
2011,,Dudley  Bus  Station,Dudley Bus Station,
2011,,Dwellings  Ln,Dwellings Ln,
2011,,Eafo,Eafo,
2011,,Edgbaston  Cricket  Ground,Edgbaston Cricket Ground,
2011,,Edgbaston  Park  Rd,Edgbaston Park Rd,
2011,,Exeter  Rd  /  Hubert  Rd,Exeter Rd / Hubert Rd,
2011,,Fordhouse  Ln,Fordhouse Ln,
2011,,"Four  Acres  ,Quinton.","Four Acres ,Quinton.",
2011,,"Frogmill  Rd,  Frankley","Frogmill Rd, Frankley",
2011,,Genners  Ln,Genners Ln,
2011,,Glastonbury  Rd,Glastonbury Rd,
2011,,Great  Park  Rubery,Great Park Rubery,
2011,,Griffins  Brook  Ln,Griffins Brook Ln,
2011,,Grosvenor  Shopping  Ctr,Grosvenor Shopping Ctr,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,Hagley  Rd,Hagley Rd,
2011,,"Hagley  Rd,  Edgbaston","Hagley Rd, Edgbaston",
2011,,"Hagley  Rd,  Eedgbaston","Hagley Rd, Eedgbaston",
2011,,Harborne  Cricket  Club,Harborne Cricket Club,
2011,,Harborne  High  St,Harborne High St,
2011,,Harborne  High  St,Harborne High St,
2011,,Harborne  High  St,Harborne High St,
2011,,Harborne  High  St,Harborne High St,
2011,,Harborne  Park  Rd,Harborne Park Rd,
2011,,Harborne  Police  Station,Harborne Police Station,
2011,,Harbourne  Cricket  Club,Harbourne Cricket Club,
2011,,Hawkesley  End,Hawkesley End,
2011,,Hawkesley  Square,Hawkesley Square,
2011,,Hazelwell  St,Hazelwell St,
2011,,Heathmill  Ln  Digbeth,Heathmill Ln Digbeth,
2011,,Herons  Wood,Herons Wood,
2011,,High  St,High St,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Northfield,High St Northfield,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Harborne,High St Harborne,
2011,,High  St  Harbourne,High St Harbourne,
2011,,"High  St,  Harborne","High St, Harborne",
2011,,"High  St,  Harborne","High St, Harborne",
2011,,Highfdield  Ln,Highfdield Ln,
2011,,Highfield  Ln,Highfield Ln,
2011,,"Highfield  Ln,  Quinton","Highfield Ln, Quinton",
2011,,"Hoggs  Ln,  Northfield","Hoggs Ln, Northfield",
2011,,Hollybank  Rd,Hollybank Rd,
2011,,"Holywood  Bowl,  Rubery","Holywood Bowl, Rubery",
2011,,Home  Address,Home Address,
2011,,"Honnington  Crescent,  Northfield","Honnington Crescent, Northfield",
2011,,Jiggins  Ln,Jiggins Ln,
2011,,"Jiggins  Ln,  Bartley  Green","Jiggins Ln, Bartley Green",
2011,,Kembertone  Rd,Kembertone Rd,
2011,,Kings  Norton  Green,Kings Norton Green,
2011,,Leech  Green  Rd,Leech Green Rd,
2011,,Leith  Grove,Leith Grove,
2011,,Leith  Grove,Leith Grove,
2011,,Long  Fellow  Rd,Long Fellow Rd,
2011,,Longbridge  Ln,Longbridge Ln,
2011,,Longbridge  Ln,Longbridge Ln,
2011,,"Longbridge  Ln,  West  Heath","Longbridge Ln, West Heath",
2011,,Longham  Croft,Longham Croft,
2011,,Lottie  Rd,Lottie Rd,
2011,,Lutley  Grove,Lutley Grove,
2011,,"Malins  Rd,  Harborne","Malins Rd, Harborne",
2011,,Manderville  House,Manderville House,
2011,,"Marjoram  Close,  Hawksley","Marjoram Close, Hawksley",
2011,,Masshouse  Ln,Masshouse Ln,
2011,,Masshouse  Ln,Masshouse Ln,
2011,,Maypole  Ln,Maypole Ln,
2011,,Merritts  Hill,Merritts Hill,
2011,,Metchley  Ln,Metchley Ln,
2011,,Moat  Rd,Moat Rd,
2011,,"Mounbatten  House,  Wyndham  Rd","Mounbatten House, Wyndham Rd",
2011,,New  St  Br,New St Br,
2011,,New  St  Station,New St Station,
2011,,Nortb  Worcester  Golf  Club,Nortb Worcester Golf Club,
2011,,"North  St,  Harborne","North St, Harborne",
2011,,"North  St,  Harborne","North St, Harborne",
2011,,Northfield  High  St,Northfield High St,
2011,,Northfield  High  St.,Northfield High St.,
2011,,Oakridge  Rd  Northfield,Oakridge Rd Northfield,
2011,,Oddingley  Rd,Oddingley Rd,
2011,,"Oddingley  Rd,  West  Heath","Oddingley Rd, West Heath",
2011,,"Paradise  Forum  ,Birmingham.","Paradise Forum ,Birmingham.",
2011,,Parsons  Hill,Parsons Hill,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,Pershore  Rd,Pershore Rd,
2011,,"Pershore  Rd  South,  Kings  Norton","Pershore Rd South, Kings Norton",
2011,,"Poole  Crescent,  Harborne","Poole Crescent, Harborne",
2011,,Poplar  Ave,Poplar Ave,
2011,,Portlands  Rd,Portlands Rd,
2011,,Princethorpe  Rd,Princethorpe Rd,
2011,,Qe  Casualty,Qe Casualty,
2011,,Qe  Hospital,Qe Hospital,
2011,,Qe  Hospital,Qe Hospital,
2011,,Quality  Hotel,Quality Hotel,
2011,,Queen  Elizabeth  Hospital,Queen Elizabeth Hospital,
2011,,Raddlebarn  Rd,Raddlebarn Rd,
2011,,Richmond  Hill  Rd,Richmond Hill Rd,
2011,,Richmond  Rd,Richmond Rd,
2011,,Rose  Rd,Rose Rd,
2011,,"Rose  Rd,  Harborne","Rose Rd, Harborne",
2011,,"Sainsburys,  Frankley  Beeches  Rd,  Northfield","Sainsburys, Frankley Beeches Rd, Northfield",
2011,,Selcroft  Ave,Selcroft Ave,
2011,,"Shannon  Rd,  Kings  Norton","Shannon Rd, Kings Norton",
2011,,Shawbrook  Grove,Shawbrook Grove,
2011,,Shell  Forecourt  Bristol  Rd,Shell Forecourt Bristol Rd,
2011,,"Sir  Hiltons  Rd,  West  Heath","Sir Hiltons Rd, West Heath",
2011,,Snax  24  Forcourt.,Snax 24 Forcourt.,
2011,,Solihull  High  St,Solihull High St,
2011,,Solihull  High  St.  Outside  Rosies.,Solihull High St. Outside Rosies.,
2011,,Stanley  Rd  Quinton,Stanley Rd Quinton,
2011,,"Stone  Rd,  Edgbaston","Stone Rd, Edgbaston",
2011,,Stonehouse  Ln,Stonehouse Ln,
2011,,"Statford  Rd  ,Sparkbrook  ,Birmingham.","Statford Rd ,Sparkbrook ,Birmingham.",
2011,,The  Fold,The Fold,
2011,,"The  Fold,  Kings  Norton","The Fold, Kings Norton",
2011,,The  Jester  Ph,The Jester Ph,
2011,,"The  Parade  Queensway,  City    Ctr.","The Parade Queensway, City  Ctr.",
2011,,"The  Royal  Oak  Public  House,  Pershore  Rd","The Royal Oak Public House, Pershore Rd",
2011,,Three  Horshoes  Ph,Three Horshoes Ph,
2011,,Three  Shires  Oak  Rd,Three Shires Oak Rd,
2011,,Three  Shires  Rd,Three Shires Rd,
2011,,Trescotte  Rd,Trescotte Rd,
2011,,Turves  Green,Turves Green,
2011,,Unknown,Unknown,
2011,,Valbourne  Rd  Kings  Heath,Valbourne Rd Kings Heath,
2011,,"Vicarage  Rd,  Kings  Heath","Vicarage Rd, Kings Heath",
2011,,"Vineyard  Rd,  Northfield","Vineyard Rd, Northfield",
2011,,War  Ln,War Ln,
2011,,"Watford  Rd,  Cotteridge","Watford Rd, Cotteridge",
2011,,Weolly  Castle  Rd,Weolly Castle Rd,
2011,,Westminster  Rd,Westminster Rd,
2011,,Wolverhampton  St,Wolverhampton St,
2011,,"Woodhouse  Rd,  Quinton","Woodhouse Rd, Quinton",
2011,,Woodmeadow  Rd,Woodmeadow Rd,
2011,,Worlds  End  Ln,Worlds End Ln,
2011,,Worlds  End  Ln,Worlds End Ln,
2011,,"Worlds  End  Ln,Quinton","Worlds End Ln,Quinton",
2011,,"Worlds  End  Ln,Quinton","Worlds End Ln,Quinton",
2011,,Acardian  Ctr,Acardian Ctr,
2011,,Adderley  Rd,Adderley Rd,
2011,,Air  Night  Club,Air Night Club,
2011,,"Albert  Rd,  Handsworth,  Birmingham","Albert Rd, Handsworth, Birmingham",
2011,,"Arcadia  Ctr,  Birmingham  City  Ctr","Arcadia Ctr, Birmingham City Ctr",
2011,,Arcadian,Arcadian,
2011,,Arcadian,Arcadian,
2011,,Arcadian  Birmingham  City  Ctr,Arcadian Birmingham City Ctr,
2011,,"Arcadian  Ctr,  Birmingham","Arcadian Ctr, Birmingham",
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr,Arcadian Ctr,
2011,,Arcadian  Ctr  Bham,Arcadian Ctr Bham,
2011,,"Arcadian  Ctr,  Birmingham","Arcadian Ctr, Birmingham",
2011,,"Arcadian  Ctr,  Birmingham  City  Ctr","Arcadian Ctr, Birmingham City Ctr",
2011,,"Arcadian  Ctr,  Ladywell  Walk","Arcadian Ctr, Ladywell Walk",
2011,,"Arcadian  Ctr,  Ladywell  Walk","Arcadian Ctr, Ladywell Walk",
2011,,"Arcadian  Entertainment  Ctr,  Birmingham","Arcadian Entertainment Ctr, Birmingham",
2011,,"Arcadian,  City  Ctr.","Arcadian, City Ctr.",
2011,,"Arcadian,  Hurst  St","Arcadian, Hurst St",
2011,,Aston  Hotel`,Aston Hotel`,
2011,,Aston  Police  Station,Aston Police Station,
2011,,Aston  Villa  Football  Ground,Aston Villa Football Ground,
2011,,Attenborough  Close,Attenborough Close,
2011,,"Away  Fans  Coach  Park,    Bham  Cfc","Away Fans Coach Park,  Bham Cfc",
2011,,Away  Supporters  Entrance  Bcfc,Away Supporters Entrance Bcfc,
2011,,Bar  Risa,Bar Risa,
2011,,"Bath  Row,  Birmingham","Bath Row, Birmingham",
2011,,"Bath  St,City  Ctr","Bath St,City Ctr",
2011,,Bcfc    Home  Fans  Car  Aprke,Bcfc  Home Fans Car Aprke,
2011,,Bcfc  Ground,Bcfc Ground,
2011,,Bcfc  Tilton  Rd  Entrance,Bcfc Tilton Rd Entrance,
2011,,Berkeley  St,Berkeley St,
2011,,Berkeley  St,Berkeley St,
2011,,Berkley  St,Berkley St,
2011,,B'ham  New  St  Station,B'ham New St Station,
2011,,"Big  Bite,  Broad  St","Big Bite, Broad St",
2011,,"Bigwok  Restaurant,  Birmingham","Bigwok Restaurant, Birmingham",
2011,,"Birchfield  Rd,    Perry  Barr","Birchfield Rd,  Perry Barr",
2011,,"Birchfield  Rd,  Birmingham","Birchfield Rd, Birmingham",
2011,,"Birchfield  Rd,  City  Ctr","Birchfield Rd, City Ctr",
2011,,Birchfiled  Rd,Birchfiled Rd,
2011,,Birmingham  City  Fc          Coach  Park,Birmingham City Fc ?????? Coach Park,
2011,,Birmingham  Magistrates  Court.,Birmingham Magistrates Court.,
2011,,Birmingham  New  St,Birmingham New St,
2011,,Birmingham  New  St  Station,Birmingham New St Station,
2011,,"Birmingham  New  St,","Birmingham New St,",
2011,,Bishopgate  St  @  Junction  Of  Broad  St.,Bishopgate St @ Junction Of Broad St.,
2011,,"Bishopgate  St,  City  Ctr","Bishopgate St, City Ctr",
2011,,Bishopsgate  St,Bishopsgate St,
2011,,"Bliss  Bar,  Broad  St","Bliss Bar, Broad St",
2011,,"Bliss  Nightclub,  Broad  St,  Birmingham","Bliss Nightclub, Broad St, Birmingham",
2011,,"Bliss  Nightclub,  Broad  St.","Bliss Nightclub, Broad St.",
2011,,"Bliss,  Broad  St.","Bliss, Broad St.",
2011,,Bordesley  Green,Bordesley Green,
2011,,Bordesley  Green  Rd,Bordesley Green Rd,
2011,,"Bradford  St,  Birmingham","Bradford St, Birmingham",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,"Braod  St,  City  Ctr","Braod St, City Ctr",
2011,,Briar  Rose  Ph  Bennetts  Hill,Briar Rose Ph Bennetts Hill,
2011,,Brighton  Arms  Ph,Brighton Arms Ph,
2011,,"Bristol  Rd,  Birmingham","Bristol Rd, Birmingham",
2011,,"Bristol  Rd,  Edgbaston","Bristol Rd, Edgbaston",
2011,,"Bristol  St,  Birmingham  City  Ctr","Bristol St, Birmingham City Ctr",
2011,,Bristol  St,Bristol St,
2011,,Bristol  St,Bristol St,
2011,,Bristol  St  South,Bristol St South,
2011,,Bristol  St  South,Bristol St South,
2011,,Brittania  Hotel,Brittania Hotel,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,"Broad  St  @  Gas  St,  City  Ctr","Broad St @ Gas St, City Ctr",
2011,,Broad  St  Bham,Broad St Bham,
2011,,Broad  St  Bham,Broad St Bham,
2011,,Broad  St  City  Ctr,Broad St City Ctr,
2011,,Broad  St  City  Ctr  Birmingham,Broad St City Ctr Birmingham,
2011,,"Broad  St,        Bham","Broad St,    Bham",
2011,,"Broad  St,    Bham","Broad St,  Bham",
2011,,"Broad  St,    Bham","Broad St,  Bham",
2011,,"Broad  St,    Bham","Broad St,  Bham",
2011,,"Broad  St,    Bham","Broad St,  Bham",
2011,,"Broad  St,    Bham","Broad St,  Bham",
2011,,"Broad  St,  Bham","Broad St, Bham",
2011,,"Broad  St,  Bham","Broad St, Bham",
2011,,"Broad  St,  Birmingham","Broad St, Birmingham",
2011,,"Broad  St,  Birmingham","Broad St, Birmingham",
2011,,"Broad  St,  Birmingham","Broad St, Birmingham",
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,Broad  St,Broad St,
2011,,"Broad  St  ,  City  Ctr","Broad St , City Ctr",
2011,,Broad  St  Birmingham,Broad St Birmingham,
2011,,Broad  St  Birmingham,Broad St Birmingham,
2011,,Broad  St  Birmingham,Broad St Birmingham,
2011,,Broad  St  Opposite  Walkabout,Broad St Opposite Walkabout,
2011,,Broad  St  Outside  Roccocco,Broad St Outside Roccocco,
2011,,"Broad  St,  B'ham","Broad St, B'ham",
2011,,"Broad  St,  B'ham","Broad St, B'ham",
2011,,"Broad  St,  Birmingham","Broad St, Birmingham",
